meal_name,Carbs,Proteins,Fats,Calories,Meal_Time,p_ratio,c_ratio,f_ratio,Food_Cluster,Meal_Plan
twix mars,18.8,1.4,7.2,146.0,Snack,0.051094890510948905,0.6861313868613139,0.26277372262773724,4,Endurance
kit kat nestle,7.6,0.7,3.3,62.0,Snack,0.060344827586206906,0.6551724137931035,0.28448275862068967,4,Endurance
snickers mars,35.1,4.3,13.6,280.0,Breakfast,0.08113207547169811,0.6622641509433963,0.25660377358490566,4,Endurance
milky way mars,41.3,2.3,10.0,264.0,Breakfast,0.04291044776119403,0.7705223880597015,0.1865671641791045,1,HIIT
clif bar,44.5,10.0,4.0,235.0,Snack,0.17094017094017094,0.7606837606837606,0.06837606837606838,1,HIIT
skittles wild berry mars,56.3,0.1,2.6,249.0,Breakfast,0.0016949152542372883,0.9542372881355932,0.04406779661016949,1,HIIT
skittles original mars,56.3,0.1,2.7,251.0,Breakfast,0.0016920473773265653,0.9526226734348561,0.045685279187817264,1,HIIT
skittles tropical mars,56.3,0.1,2.7,251.0,Breakfast,0.0016920473773265653,0.9526226734348561,0.045685279187817264,1,HIIT
fruit leather,12.0,0.029,0.4,52.0,Snack,0.0023332528763375976,0.9654839488293507,0.03218279829431169,1,HIIT
taffy,13.7,0.087,0.5,60.0,Snack,0.006089451949324561,0.9589136977672009,0.03499685028347449,1,HIIT
jellies,14.7,0.005,0.069,56.0,Snack,0.00033843238121023417,0.9949912007580884,0.004670366860701232,1,HIIT
wheat germ toasted,14.9,8.7,3.2,115.0,Breakfast,0.32462686567164173,0.5559701492537313,0.11940298507462686,4,Endurance
crispy brown rice,27.5,2.3,1.1,124.0,Lunch,0.07443365695792879,0.889967637540453,0.03559870550161812,1,HIIT
bran flakes asda,0.2,0.0,0.6,109.0,Snack,0.0,0.25,0.7499999999999999,3,Balanced
amaranth cooked,46.0,9.3,3.9,251.0,Breakfast,0.15709459459459463,0.7770270270270271,0.06587837837837839,1,HIIT
triticale,138.5,25.1,4.0,645.0,Dinner,0.14976133651551313,0.8263723150357996,0.02386634844868735,1,HIIT
bulgur dry,37.9,6.1,0.7,171.0,Breakfast,0.13646532438478745,0.8478747203579418,0.01565995525727069,1,HIIT
cottonseed kernels roasted,32.6,48.6,54.1,754.0,Snack,0.35920177383592017,0.2409460458240946,0.3998521803399852,0,Weight Loss
rice bran,58.6,15.8,24.6,373.0,Lunch,0.1595959595959596,0.591919191919192,0.2484848484848485,4,Endurance
chaptti roti indian bread,0.089,7.0,2.5,491.0,Lunch,0.7300031285848367,0.009281468349150068,0.26071540306601315,2,Build Muscle
quinoa cooked,39.4,8.1,3.6,222.0,Breakfast,0.15851272015655576,0.7710371819960861,0.07045009784735812,1,HIIT
dar vida swiss original,0.5,0.0,3.1,116.0,Snack,0.0,0.1388888888888889,0.8611111111111112,3,Balanced
teff cooked,50.0,9.8,1.6,255.0,Breakfast,0.15960912052117265,0.8143322475570033,0.026058631921824105,1,HIIT
couscous dry,134.0,22.1,1.1,650.0,Lunch,0.14058524173027992,0.8524173027989822,0.0069974554707379144,1,HIIT
oat bran cooked,25.1,7.0,1.9,88.0,Snack,0.20588235294117646,0.7382352941176471,0.055882352941176466,1,HIIT
buckwheat cooked,33.5,5.7,1.0,155.0,Breakfast,0.1417910447761194,0.8333333333333333,0.02487562189054726,1,HIIT
millet puffed,16.8,2.7,0.7,74.0,Snack,0.13366336633663367,0.8316831683168318,0.03465346534653465,1,HIIT
popcorn oil popped,5.0,0.8,4.8,64.0,Snack,0.07547169811320756,0.4716981132075472,0.4528301886792453,4,Endurance
kamut cooked,52.4,11.1,1.6,251.0,Lunch,0.17050691244239632,0.804915514592934,0.024577572964669742,1,HIIT
wheat bran,37.4,9.0,2.5,125.0,Breakfast,0.18404907975460122,0.7648261758691206,0.05112474437627812,1,HIIT
cheese popcorn,5.7,1.0,3.7,58.0,Snack,0.09615384615384615,0.5480769230769231,0.3557692307692308,4,Endurance
raisin bran crunch kelloggs,21.2,1.9,0.5,90.0,Snack,0.0805084745762712,0.8983050847457628,0.021186440677966104,1,HIIT
couscous cooked,36.5,6.0,0.3,176.0,Breakfast,0.14018691588785048,0.852803738317757,0.007009345794392523,1,HIIT
bulgur cooked,33.8,5.6,0.4,151.0,Breakfast,0.1407035175879397,0.8492462311557789,0.010050251256281409,1,HIIT
teff raw,141.1,25.7,4.6,708.0,Dinner,0.14994165694282383,0.823220536756126,0.026837806301050177,1,HIIT
spelt cooked,51.3,10.7,1.6,246.0,Snack,0.16823899371069181,0.8066037735849056,0.025157232704402517,1,HIIT
millet raw,145.7,22.0,8.4,756.0,Lunch,0.1249290176036343,0.8273708120386144,0.04770017035775128,1,HIIT
popcorn unpopped,20.9,3.1,1.2,106.0,Snack,0.12301587301587302,0.8293650793650793,0.047619047619047616,1,HIIT
whole wheat cooked,33.2,4.8,1.0,150.0,Breakfast,0.12307692307692307,0.8512820512820514,0.02564102564102564,1,HIIT
wheat sprouted,45.9,8.1,1.4,214.0,Breakfast,0.14620938628158844,0.8285198555956679,0.02527075812274368,1,HIIT
whole wheat dry,21.1,3.1,0.6,96.0,Snack,0.12499999999999999,0.8508064516129031,0.02419354838709677,1,HIIT
caramel popcorn,22.4,1.1,3.6,122.0,Snack,0.04059040590405904,0.8265682656826567,0.13284132841328414,1,HIIT
roggenmischbrot sonnenblumenkerne aldi,0.0,0.0,3.1,82.0,Snack,0.0,0.0,1.0,3,Balanced
wheat germ,16.1,7.2,3.0,112.0,Snack,0.2737642585551331,0.6121673003802282,0.11406844106463879,4,Endurance
microwave popcorn,49.8,7.3,26.3,465.0,Snack,0.08752997601918466,0.5971223021582734,0.315347721822542,4,Endurance
millet cooked,41.2,6.1,1.7,207.0,Breakfast,0.12448979591836733,0.8408163265306122,0.0346938775510204,1,HIIT
kamut raw,130.9,27.3,4.1,627.0,Dinner,0.16820702402957485,0.8065311152187308,0.025261860751694388,1,HIIT
wheat durum,136.6,26.3,4.7,651.0,Dinner,0.15692124105011934,0.815035799522673,0.02804295942720764,1,HIIT
sorghum,143.3,21.7,6.3,651.0,Lunch,0.12667834208990075,0.8365440747227088,0.036777583187390536,1,HIIT
white wheat,145.7,21.7,3.3,657.0,Lunch,0.1271236086701816,0.8535442296426479,0.019332161687170474,1,HIIT
rye,128.2,17.5,2.8,571.0,Lunch,0.11784511784511785,0.8632996632996632,0.018855218855218854,1,HIIT
spelt raw,122.1,25.4,4.2,588.0,Dinner,0.16743572841133816,0.8048780487804879,0.02768622280817403,1,HIIT
honey cereali general mills,3.0,0.0,2.0,104.0,Breakfast,0.0,0.6,0.4,4,Endurance
barley cooked,44.3,3.5,0.7,193.0,Snack,0.07216494845360824,0.9134020618556701,0.014432989690721649,1,HIIT
semolina,121.6,21.2,1.8,601.0,Lunch,0.14661134163208853,0.8409405255878285,0.012448132780082988,1,HIIT
quinoa dry,38.5,8.5,3.6,221.0,Breakfast,0.16798418972332016,0.7608695652173912,0.07114624505928854,1,HIIT
wheat shredded,36.2,5.2,1.0,155.0,Breakfast,0.12264150943396225,0.8537735849056604,0.023584905660377357,1,HIIT
peanut granola bar,15.0,2.4,5.7,116.0,Breakfast,0.1038961038961039,0.6493506493506495,0.24675324675324678,4,Endurance
coconut granola bar,15.6,1.5,9.1,150.0,Breakfast,0.057251908396946556,0.5954198473282442,0.34732824427480913,4,Endurance
almond granola bar,14.9,1.8,6.1,119.0,Breakfast,0.07894736842105264,0.6535087719298247,0.2675438596491228,4,Endurance
chocolate chip granola bar,17.3,1.8,3.9,105.0,Breakfast,0.0782608695652174,0.7521739130434782,0.16956521739130434,1,HIIT
fruit granola bar,18.6,1.4,0.2,82.0,Breakfast,0.0693069306930693,0.9207920792079209,0.009900990099009901,1,HIIT
granola bar,13.5,2.1,4.2,99.0,Breakfast,0.10606060606060606,0.6818181818181818,0.21212121212121213,4,Endurance
peanut bar,19.0,6.2,13.5,209.0,Snack,0.16020671834625322,0.49095607235142114,0.34883720930232553,4,Endurance
milk cereal bar,18.0,1.6,2.7,103.0,Breakfast,0.07174887892376682,0.8071748878923767,0.1210762331838565,1,HIIT
almond rice bar,18.1,2.0,5.7,128.0,Snack,0.07751937984496124,0.7015503875968992,0.22093023255813954,4,Endurance
fruit nut squares,10.3,0.3,1.3,55.0,Snack,0.02521008403361344,0.8655462184873949,0.10924369747899158,1,HIIT
rice wheat cereal bar,16.0,2.0,2.0,90.0,Breakfast,0.1,0.8,0.1,1,HIIT
crisped rice bar,20.4,1.4,3.8,113.0,Snack,0.0546875,0.796875,0.1484375,1,HIIT
brown rice raw,142.9,14.7,5.4,685.0,Lunch,0.0901840490797546,0.8766871165644172,0.033128834355828224,1,HIIT
rice pilaf cooked,61.1,7.0,8.8,352.0,Lunch,0.09102730819245775,0.7945383615084527,0.11443433029908975,1,HIIT
beef flavored rice raw,139.1,19.8,2.3,657.0,Lunch,0.1228287841191067,0.8629032258064515,0.014267990074441685,1,HIIT
wild rice cooked,35.0,6.5,0.6,166.0,Lunch,0.1543942992874109,0.831353919239905,0.014251781472684084,1,HIIT
wild rice raw,119.8,23.6,1.7,571.0,Lunch,0.1626464507236389,0.8256374913852516,0.01171605789110958,1,HIIT
congee with pork shrimp and squid plus egg,0.0,0.0,0.3,178.0,Breakfast,0.0,0.0,1.0,3,Balanced
white rice pasta cooked,43.3,5.1,5.7,246.0,Lunch,0.0942698706099815,0.8003696857670979,0.10536044362292052,1,HIIT
chicken flavored rice raw,127.3,17.9,2.2,601.0,Lunch,0.12143826322930801,0.8636363636363638,0.014925373134328361,1,HIIT
instant white rice raw,78.2,7.4,0.9,361.0,Lunch,0.08554913294797686,0.9040462427745664,0.010404624277456646,1,HIIT
rice crisps,24.1,1.8,0.4,107.0,Lunch,0.06844106463878327,0.9163498098859316,0.015209125475285171,1,HIIT
parboiled white rice raw,149.6,13.9,1.9,692.0,Lunch,0.08403869407496976,0.9044740024183796,0.011487303506650543,1,HIIT
instant white rice cooked,41.4,3.6,0.8,193.0,Lunch,0.07860262008733625,0.9039301310043668,0.017467248908296946,1,HIIT
rice pilaf raw,155.7,21.3,2.8,732.0,Lunch,0.11846496106785316,0.8659621802002223,0.015572858731924358,1,HIIT
rice cracker cake,23.0,2.0,1.2,111.0,Snack,0.07633587786259542,0.8778625954198473,0.04580152671755725,1,HIIT
parboiled white rice cooked,41.2,4.6,0.6,194.0,Lunch,0.09913793103448273,0.8879310344827586,0.012931034482758619,1,HIIT
white rice steamed,44.7,4.2,0.4,199.0,Lunch,0.08519269776876268,0.9066937119675457,0.008113590263691683,1,HIIT
glutinous white rice raw,151.1,12.6,1.0,685.0,Lunch,0.07650273224043716,0.9174256223436552,0.0060716454159077116,1,HIIT
white rice pasta raw,122.8,15.3,4.0,600.0,Lunch,0.10767065446868404,0.8641801548205489,0.028149190710767068,1,HIIT
glutinous white rice cooked,36.7,3.5,0.3,169.0,Lunch,0.08641975308641975,0.9061728395061729,0.007407407407407407,1,HIIT
brown rice cooked,45.8,4.5,1.6,218.0,Lunch,0.08670520231213873,0.8824662813102119,0.03082851637764933,1,HIIT
beef flavored rice cooked,54.4,7.0,7.9,319.0,Lunch,0.10101010101010101,0.784992784992785,0.11399711399711401,1,HIIT
white rice cooked,44.5,4.3,0.4,205.0,Lunch,0.08739837398373984,0.9044715447154472,0.008130081300813009,1,HIIT
chicken flavored rice cooked,54.8,6.2,8.0,317.0,Lunch,0.08985507246376812,0.7942028985507246,0.11594202898550725,1,HIIT
white rice raw,147.9,13.2,1.2,675.0,Lunch,0.08133086876155268,0.9112754158964881,0.007393715341959335,1,HIIT
cheese imitation,1.1,28.3,36.2,441.0,Dinner,0.4314024390243902,0.016768292682926827,0.5518292682926829,0,Weight Loss
cheshire cheese,1.4,6.6,8.7,110.0,Snack,0.39520958083832336,0.08383233532934131,0.5209580838323353,0,Weight Loss
monterey cheese,0.8,27.7,34.2,421.0,Dinner,0.441786283891547,0.012759170653907496,0.5454545454545455,0,Weight Loss
edam cheese,0.4,7.5,8.3,107.0,Snack,0.46296296296296285,0.024691358024691357,0.5123456790123456,0,Weight Loss
fontina cheese,1.7,27.6,33.6,420.0,Dinner,0.43879173290937995,0.027027027027027025,0.534181240063593,0,Weight Loss
monterey cheese low fat,0.8,31.9,24.4,350.0,Lunch,0.5586690017513135,0.014010507880910685,0.42732049036777586,0,Weight Loss
colby cheese,2.9,26.8,36.3,445.0,Dinner,0.40606060606060607,0.04393939393939394,0.5499999999999999,0,Weight Loss
american cheese,0.9,4.5,7.9,93.0,Snack,0.3383458646616541,0.06766917293233082,0.5939849624060151,0,Weight Loss
blue cheese,0.7,6.4,8.6,106.0,Snack,0.40764331210191085,0.044585987261146494,0.5477707006369427,0,Weight Loss
Espreso coffee,6.62,1.75,2.14,51.54,Breakfast,0.16650808753568028,0.6298763082778306,0.20361560418648905,4,Endurance
Hot cocoa,9.23,3.36,4.56,90.1,Snack,0.1959183673469388,0.5381924198250729,0.26588921282798833,4,Endurance
Cold coffee with ice cream,11.24,1.57,2.11,67.85,Breakfast,0.10522788203753351,0.7533512064343164,0.14142091152815012,1,HIIT
Banana milkshake (Kele milkshake),9.15,1.84,2.37,65.31,Snack,0.1377245508982036,0.6848802395209581,0.17739520958083835,4,Endurance
Mango milkshake (Aam milkshake),7.23,1.73,2.35,56.9,Snack,0.15296198054818744,0.6392572944297082,0.20778072502210432,4,Endurance
Pineapple milkshake (Ananas milkshake),7.62,1.66,2.23,55.72,Snack,0.14422241529105126,0.6620330147697654,0.19374456993918332,4,Endurance
Orange milkshake (Narangi milkshake),7.11,1.86,2.52,57.42,Snack,0.1618798955613577,0.618798955613577,0.21932114882506526,4,Endurance
Egg nog,8.15,4.78,5.11,97.14,Breakfast,0.2649667405764967,0.45177383592017745,0.28325942350332595,4,Endurance
Cheese and chilli sandwich ,27.4,6.8,9.78,218.11,Lunch,0.15461573442473853,0.6230104592996817,0.22237380627557982,4,Endurance
Egg sandwich (Ande ka sandwich),29.16,8.69,15.8,285.96,Breakfast,0.16197576887232057,0.5435228331780055,0.2945013979496738,4,Endurance
Cucumber sandwich (Kheere ka sandwich),25.77,4.8,8.0,188.6,Lunch,0.12444905366865439,0.6681358568835882,0.20741508944775733,4,Endurance
Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),29.1,8.2,12.8,257.71,Snack,0.16367265469061876,0.5808383233532936,0.25548902195608786,4,Endurance
Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),26.92,7.92,12.27,243.32,Lunch,0.1681171725748249,0.5714285714285715,0.2604542559966037,4,Endurance
Chicken sandwich,25.38,13.12,11.75,253.27,Lunch,0.26109452736318406,0.5050746268656716,0.23383084577114427,4,Endurance
Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),28.54,9.53,16.14,291.43,Snack,0.17579782327983765,0.5264711307876775,0.2977310459324848,4,Endurance
Rainbow sandwich,34.26,7.75,12.54,272.75,Lunch,0.14207149404216315,0.6280476626947754,0.2298808432630614,4,Endurance
Club sandwich ,18.51,7.31,15.12,235.32,Lunch,0.17855398143624818,0.4521250610649732,0.3693209574987787,4,Endurance
Vegetarian club sandwich,19.68,5.45,11.33,198.33,Lunch,0.14947888096544157,0.5397696105320899,0.31075150850246847,4,Endurance
Pin wheel sandwich,14.0,8.77,24.93,311.52,Lunch,0.18385744234800835,0.29350104821802936,0.5226415094339623,0,Weight Loss
Carrot apple sandwich (Gajar aur seb ka sandwich),29.04,5.3,9.12,214.11,Snack,0.12195121951219513,0.6682006442705938,0.20984813621721124,4,Endurance
Salami sandwich,21.54,8.7,15.51,255.59,Lunch,0.1901639344262295,0.4708196721311475,0.33901639344262297,4,Endurance
Vegetable and mayonnaise sandwich,23.2,4.47,15.4,244.26,Lunch,0.10378453680055723,0.538657998606919,0.3575574645925238,4,Endurance
Egg and tomato sandwich (Ande aur tamatar ka sandwich),25.9,7.66,10.51,222.11,Breakfast,0.17381438620376674,0.5877013841615611,0.2384842296346721,4,Endurance
Sweet open sandwich,39.24,4.99,8.15,244.25,Lunch,0.09526536846124475,0.7491408934707904,0.15559373806796487,1,HIIT
Mushroom and cheese sandwich (toasted),21.01,7.79,13.01,227.42,Breakfast,0.18631906242525711,0.5025113609184406,0.3111695766563023,4,Endurance
Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),21.42,6.82,12.95,224.58,Breakfast,0.16557416848749698,0.520029133284778,0.3143966982277252,4,Endurance
Pea potato sandwich (toasted) (Matar aloo ka sandwich),25.17,4.6,5.43,164.9,Breakfast,0.13068181818181815,0.7150568181818182,0.1542613636363636,1,HIIT
Paneer pea sandwich (toasted) (Paneer matar ka sandwich),24.05,12.4,11.98,249.56,Breakfast,0.25603964484823455,0.49659302085484197,0.24736733429692337,4,Endurance
Chicken sandwich (toasted),18.82,12.08,5.32,167.37,Breakfast,0.3335173937051353,0.5196024295969078,0.14688017669795694,4,Endurance
Pea keema sandwich (toasted) (Matar aur keema ka sandwich),20.26,11.06,5.61,171.78,Breakfast,0.29948551313295424,0.5486054698077444,0.1519090170593014,4,Endurance
Classic club sandwich,18.49,6.74,11.56,200.83,Lunch,0.18320195705354717,0.5025822234302799,0.3142158195161729,4,Endurance
Sesame toast,11.15,1.9,49.38,495.19,Breakfast,0.030434086176517695,0.17860003203588018,0.7909658817876021,3,Balanced
Cracked wheat porridge (Meetha daliya),8.87,2.64,4.08,81.57,Snack,0.16933932007697242,0.5689544579858884,0.2617062219371392,4,Endurance
Semolina porridge (Suji/Rava daliya),12.39,3.75,4.08,100.89,Snack,0.185459940652819,0.612759643916914,0.2017804154302671,4,Endurance
Oatmeal Porridge,8.77,2.6,3.22,72.85,Breakfast,0.1782042494859493,0.6010966415352981,0.22069910897875258,4,Endurance
Cornflakes with milk,14.95,3.59,5.12,117.33,Snack,0.15173288250211325,0.6318681318681318,0.21639898562975488,4,Endurance
Rice flakes (Chiwda/Aval),15.57,3.62,3.99,112.44,Lunch,0.1561691113028473,0.6716997411561692,0.17213114754098363,4,Endurance
Wheat flakes,15.57,3.62,3.99,112.44,Snack,0.1561691113028473,0.6716997411561692,0.17213114754098363,4,Endurance
Murmura (Puffed rice),15.67,3.62,4.04,113.32,Lunch,0.15516502357479642,0.6716673810544364,0.17316759537076726,4,Endurance
Puffed wheat (Murmure/Moori),15.67,3.62,4.04,113.32,Snack,0.15516502357479642,0.6716673810544364,0.17316759537076726,4,Endurance
Fried Egg ,0.31,11.59,19.62,223.67,Breakfast,0.3677030456852792,0.009835025380710658,0.6224619289340101,0,Weight Loss
Poached egg,0.37,11.98,8.19,123.87,Breakfast,0.5832521908471276,0.018013631937682573,0.3987341772151899,0,Weight Loss
Scrambled egg (Ande ki bhurji),1.35,10.29,12.21,155.97,Breakfast,0.4314465408805031,0.05660377358490566,0.5119496855345912,0,Weight Loss
Baked egg ,15.42,11.88,12.65,218.85,Breakfast,0.29737171464330414,0.385982478097622,0.3166458072590738,4,Endurance
Plain omelette/omlet,0.64,9.66,25.74,272.41,Lunch,0.26803551609322973,0.017758046614872364,0.7142064372918978,3,Balanced
Stuffed egg omelette/omlet,2.3,8.6,17.77,203.51,Breakfast,0.2999651203348448,0.08022322985699337,0.6198116498081618,0,Weight Loss
Pancake,20.49,5.68,10.82,203.36,Breakfast,0.15355501486888348,0.553933495539335,0.29251148959178164,4,Endurance
Keema pancake,9.56,9.01,11.25,176.27,Breakfast,0.3021462105969148,0.3205902079141516,0.3772635814889336,0,Weight Loss
Vegetable pancake,12.24,3.87,6.57,125.18,Breakfast,0.17063492063492064,0.5396825396825397,0.2896825396825397,4,Endurance
Jam and fruit pancake,20.73,3.79,7.01,162.02,Breakfast,0.12020298128766255,0.6574690770694577,0.22232794164287978,4,Endurance
Khoa and coconut pancake,27.32,6.98,15.29,271.98,Breakfast,0.14075418431135311,0.5509175236942933,0.3083282919943537,4,Endurance
Clear tomato soup (Tamatar ka soup),3.45,4.79,12.22,80.07,Lunch,0.2341153470185728,0.16862170087976538,0.5972629521016618,0,Weight Loss
Cream of tomato soup,3.93,4.61,13.12,97.81,Lunch,0.2128347183748846,0.18144044321329642,0.605724838411819,0,Weight Loss
Cream of green peas soup,6.75,7.13,14.78,127.84,Lunch,0.24877878576413123,0.23551988834612703,0.5157013258897418,0,Weight Loss
Cream of spinach soup,3.45,5.21,13.31,100.54,Lunch,0.2371415566681839,0.15703231679563043,0.6058261265361857,0,Weight Loss
Cream of mixed vegetable soup,4.93,6.84,9.05,59.65,Lunch,0.3285302593659942,0.23679154658981746,0.4346781940441883,0,Weight Loss
Cream of mushroom soup,3.74,6.64,15.5,117.28,Lunch,0.25656877897990726,0.14451313755795983,0.5989180834621329,0,Weight Loss
Chinese cabbage and meat ball soup,1.43,5.21,56.57,484.31,Lunch,0.08242366714127511,0.02262300268944787,0.894953330169277,3,Balanced
French onion soup,4.28,11.41,14.39,55.61,Lunch,0.3793218085106383,0.1422872340425532,0.4783909574468085,0,Weight Loss
Chapati/Roti,35.65,5.88,3.56,202.31,Breakfast,0.13040585495675314,0.7906409403415391,0.07895320470170769,1,HIIT
Plain parantha/paratha,30.69,5.06,16.86,298.3,Breakfast,0.09617943356776278,0.583349173160996,0.3204713932712412,4,Endurance
Potato parantha/paratha (Aloo ka parantha/paratha),23.92,3.7,10.22,205.04,Snack,0.09778012684989429,0.6321353065539111,0.2700845665961945,4,Endurance
Radish parantha/paratha (Mooli ka parantha/paratha),20.54,3.3,9.53,183.52,Snack,0.09889121965837579,0.615522924782739,0.2855858555588852,4,Endurance
Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),18.84,3.73,9.47,178.07,Snack,0.11641697877652935,0.5880149812734082,0.2955680399500624,4,Endurance
Dal parantha/paratha,30.03,6.78,13.05,268.24,Breakfast,0.13598074608904934,0.6022864019253912,0.26173285198555957,4,Endurance
Sprouted moong parantha/paratha,24.31,4.29,12.43,228.59,Snack,0.10455764075067024,0.5924932975871313,0.30294906166219837,4,Endurance
Pea parantha/paratha (Matar ka parantha/paratha),21.51,5.59,8.8,190.73,Snack,0.1557103064066852,0.5991643454038996,0.24512534818941503,4,Endurance
Keema parantha/paratha,18.36,9.41,13.91,238.09,Snack,0.22576775431861804,0.44049904030710174,0.33373320537428025,4,Endurance
Paneer parantha/paratha,24.33,7.98,14.62,262.97,Lunch,0.17004048582995954,0.5184317067973577,0.3115278073726827,4,Endurance
Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),21.39,5.54,12.09,216.49,Snack,0.14197847257816507,0.5481804202972835,0.30984110712455154,4,Endurance
Poori,8.22,1.35,77.61,737.63,Lunch,0.015485203028217482,0.09428768066070199,0.8902271163110804,3,Balanced
