meal_name,Carbs,Proteins,Fats,Calories,Meal_Time,p_ratio,c_ratio,f_ratio,Food_Cluster,Meal_Plan
virginia peanuts roasted,6.0,7.8,14.6,173.0,Snack,0.2746478873239437,0.21126760563380284,0.5140845070422535,0,Weight Loss
hazelnuts raw,12.5,11.2,45.6,471.0,Snack,0.1616161616161616,0.18037518037518038,0.658008658008658,3,Balanced
macadamia nuts roasted,4.0,2.3,22.8,215.0,Snack,0.07903780068728522,0.1374570446735395,0.7835051546391752,3,Balanced
studentenfutter alnatura,13.2,3.1,7.8,139.0,Snack,0.12863070539419086,0.5477178423236514,0.32365145228215764,4,Endurance
water chestnut raw,29.7,1.7,0.1,120.0,Snack,0.053968253968253964,0.9428571428571428,0.0031746031746031746,1,HIIT
ginkgo nuts raw,10.6,1.2,0.5,52.0,Snack,0.0975609756097561,0.8617886178861789,0.04065040650406505,1,HIIT
peanuts roasted,4.6,8.4,15.8,180.0,Snack,0.2916666666666667,0.1597222222222222,0.5486111111111112,0,Weight Loss
sunflower seeds toasted,27.6,23.1,76.1,829.0,Breakfast,0.18217665615141956,0.21766561514195584,0.6001577287066245,0,Weight Loss
sisymbrium seeds,43.1,9.0,3.4,235.0,Snack,0.16216216216216217,0.7765765765765766,0.06126126126126126,1,HIIT
breadnut tree seeds dried,127.0,13.8,2.7,587.0,Snack,0.09616724738675958,0.8850174216027874,0.018815331010452963,1,HIIT
pecans raw,15.1,10.0,78.4,753.0,Lunch,0.0966183574879227,0.14589371980676327,0.7574879227053141,3,Balanced
chia seeds dried,11.9,4.7,8.7,138.0,Snack,0.1857707509881423,0.47035573122529645,0.3438735177865612,4,Endurance
japanese chestnuts roasted,12.8,0.8,0.2,57.0,Snack,0.057971014492753624,0.927536231884058,0.014492753623188406,1,HIIT
cashew nuts roasted,9.0,5.1,14.3,174.0,Snack,0.17957746478873238,0.31690140845070425,0.5035211267605634,0,Weight Loss
lupins raw,72.7,65.1,17.5,668.0,Dinner,0.41918866709594327,0.46812620734063104,0.11268512556342562,4,Endurance
mixed nuts roasted,7.6,5.2,15.4,178.0,Snack,0.18439716312056736,0.2695035460992907,0.5460992907801419,0,Weight Loss
salat mix alestro,2.4,0.0,5.2,61.0,Snack,0.0,0.3157894736842105,0.6842105263157895,3,Balanced
chestnuts raw,66.0,3.5,3.3,309.0,Snack,0.04807692307692308,0.9065934065934066,0.04532967032967033,1,HIIT
pistachio nuts roasted,8.5,6.3,13.7,172.0,Snack,0.22105263157894736,0.2982456140350877,0.4807017543859649,0,Weight Loss
hickorynuts dried,21.9,15.3,77.2,788.0,Snack,0.13374125874125875,0.1914335664335664,0.6748251748251748,3,Balanced
spanish peanuts roasted,25.7,41.2,72.1,851.0,Snack,0.29640287769784174,0.18489208633093523,0.518705035971223,0,Weight Loss
woca seeds dried,22.6,2.2,0.3,102.0,Snack,0.08764940239043825,0.900398406374502,0.011952191235059759,1,HIIT
pecans roasted,3.9,2.8,22.6,215.0,Dinner,0.0955631399317406,0.13310580204778155,0.7713310580204779,3,Balanced
chinese chestnuts roasted,14.8,1.3,0.3,68.0,Snack,0.07926829268292682,0.9024390243902438,0.018292682926829264,1,HIIT
watermelon seed kernels dried,16.5,30.6,51.2,602.0,Snack,0.31129196337741605,0.16785350966429297,0.5208545269582909,0,Weight Loss
pectin,45.2,0.2,0.2,163.0,Breakfast,0.0043859649122807015,0.9912280701754385,0.0043859649122807015,1,HIIT
water chestnut canned,17.2,1.2,0.015,70.0,Snack,0.065164268259571,0.9340211783871843,0.0008145533532446375,1,HIIT
ginkgo nuts dried,20.5,2.9,0.6,98.0,Snack,0.12083333333333333,0.8541666666666666,0.024999999999999998,1,HIIT
virginia peanuts raw,24.1,36.8,71.2,822.0,Snack,0.2785768357305072,0.18243754731264195,0.5389856169568509,0,Weight Loss
valencia peanuts roasted,4.9,8.1,15.4,177.0,Snack,0.2852112676056338,0.17253521126760565,0.5422535211267606,0,Weight Loss
nesfit diet cereal nestle,0.0,0.0,0.0,75.0,Breakfast,0.0,0.0,0.0,4,Endurance
corn grits cooked,37.9,4.4,1.2,182.0,Breakfast,0.10114942528735633,0.871264367816092,0.027586206896551724,1,HIIT
amaranth flakes,27.0,5.9,2.7,134.0,Snack,0.1657303370786517,0.7584269662921348,0.07584269662921349,1,HIIT
granola,32.3,8.2,14.6,293.0,Breakfast,0.14882032667876585,0.5862068965517241,0.26497277676951,4,Endurance
muesli with fruit nuts,45.7,4.3,3.4,231.0,Snack,0.08052434456928839,0.855805243445693,0.06367041198501873,1,HIIT
muesli master crumble,4.5,2.4,2.4,124.0,Snack,0.25806451612903225,0.48387096774193544,0.25806451612903225,4,Endurance
bran flakes,32.2,4.0,0.8,131.0,Breakfast,0.10810810810810811,0.8702702702702704,0.021621621621621623,1,HIIT
nut cereal,46.2,4.0,5.9,245.0,Breakfast,0.07130124777183601,0.823529411764706,0.10516934046345812,1,HIIT
corn flakes,24.6,1.7,0.3,108.0,Snack,0.06390977443609022,0.924812030075188,0.011278195488721804,1,HIIT
cream cheese,0.8,0.9,5.0,51.0,Snack,0.13432835820895522,0.11940298507462686,0.7462686567164178,3,Balanced
neufchatel cheese,3.1,7.8,19.4,215.0,Snack,0.25742574257425743,0.10231023102310233,0.6402640264026402,0,Weight Loss
gruyere cheese,0.1,8.3,9.1,116.0,Snack,0.4742857142857143,0.005714285714285714,0.52,0,Weight Loss
cheddar cheese,0.9,6.4,9.3,113.0,Snack,0.38554216867469876,0.05421686746987951,0.5602409638554217,0,Weight Loss
parmesan cheese,0.6,6.4,4.5,71.0,Snack,0.5565217391304348,0.05217391304347826,0.391304347826087,0,Weight Loss
port salut cheese,0.8,31.4,37.2,465.0,Dinner,0.4524495677233429,0.011527377521613832,0.5360230547550432,0,Weight Loss
swiss cheese,0.4,6.7,7.7,98.0,Snack,0.4527027027027027,0.02702702702702703,0.5202702702702703,0,Weight Loss
goat cheese hard,0.6,8.6,10.1,128.0,Snack,0.4455958549222798,0.031088082901554407,0.5233160621761659,0,Weight Loss
gouda cheese,0.6,7.0,7.7,100.0,Snack,0.45751633986928103,0.0392156862745098,0.5032679738562091,0,Weight Loss
pepper jack cheese lucerne,0.0,5.0,6.0,75.0,Snack,0.45454545454545453,0.0,0.5454545454545454,0,Weight Loss
caraway cheese,0.9,7.1,8.3,106.0,Snack,0.43558282208588955,0.05521472392638037,0.5092024539877301,0,Weight Loss
tilsit cheese,0.8,9.8,10.4,136.0,Snack,0.4666666666666667,0.0380952380952381,0.49523809523809526,0,Weight Loss
goat cheese,0.009,6.1,8.4,103.0,Snack,0.42042869942794125,0.0006203046385002412,0.5789509959335585,0,Weight Loss
brick cheese,0.8,7.0,8.9,111.0,Snack,0.4191616766467066,0.04790419161676647,0.532934131736527,0,Weight Loss
asadero cheese,3.2,25.5,31.9,402.0,Dinner,0.42079207920792083,0.05280528052805281,0.5264026402640264,0,Weight Loss
camembert cheese,0.1,5.9,7.3,90.0,Snack,0.44360902255639095,0.007518796992481203,0.5488721804511277,0,Weight Loss
provolone cheese reduced fat,4.0,27.9,19.9,310.0,Lunch,0.5386100386100386,0.07722007722007722,0.3841698841698842,0,Weight Loss
roquefort cheese,1.7,18.3,26.0,314.0,Lunch,0.3978260869565218,0.03695652173913044,0.5652173913043478,0,Weight Loss
queso blanco cheese,3.0,24.0,28.7,366.0,Lunch,0.43087971274685816,0.05385996409335727,0.5152603231597845,0,Weight Loss
queso seco cheese,2.0,23.8,23.6,315.0,Lunch,0.48178137651821856,0.040485829959514164,0.47773279352226716,0,Weight Loss
goat cheese soft,0.0,5.2,6.0,75.0,Snack,0.46428571428571436,0.0,0.5357142857142857,0,Weight Loss
mozzarella cheese,0.7,6.7,6.6,90.0,Snack,0.4785714285714286,0.049999999999999996,0.4714285714285714,0,Weight Loss
chihuahua cheese,7.3,28.5,39.2,494.0,Dinner,0.38,0.09733333333333333,0.5226666666666667,0,Weight Loss
limburger cheese,0.1,6.0,8.2,98.0,Lunch,0.41958041958041964,0.006993006993006994,0.5734265734265734,0,Weight Loss
muenster cheese,1.5,30.9,39.7,486.0,Dinner,0.4285714285714286,0.020804438280166437,0.5506241331484051,0,Weight Loss
queso fresco cheese,3.6,22.1,29.1,365.0,Lunch,0.4032846715328467,0.06569343065693431,0.5310218978102189,0,Weight Loss
brie cheese,0.1,6.2,8.3,100.0,Snack,0.4246575342465753,0.00684931506849315,0.5684931506849314,0,Weight Loss
pimento cheese,2.4,31.0,43.7,525.0,Dinner,0.40207522697795073,0.0311284046692607,0.5667963683527887,0,Weight Loss
mexican cheese,3.8,27.7,21.7,316.0,Lunch,0.5206766917293233,0.07142857142857142,0.40789473684210525,0,Weight Loss
feta cheese,1.2,4.3,6.4,80.0,Snack,0.36134453781512604,0.10084033613445377,0.5378151260504201,0,Weight Loss
mozzarella cheese fat free,4.0,35.8,0.0,159.0,Snack,0.8994974874371859,0.10050251256281408,0.0,2,Build Muscle
provolone cheese,2.8,33.8,35.1,463.0,Dinner,0.4714086471408647,0.039051603905160395,0.489539748953975,0,Weight Loss
anejo cheese,6.1,28.3,39.6,492.0,Dinner,0.38243243243243247,0.08243243243243242,0.5351351351351351,0,Weight Loss
honey,17.3,0.08,0.0,64.0,Snack,0.004602991944764097,0.995397008055236,0.0,1,HIIT
fruit jam,13.8,0.0,0.095,56.0,Snack,0.0,0.9931630082763584,0.006836991723641597,1,HIIT
chocolate hazelnut spread,11.5,1.0,5.5,100.0,Snack,0.05555555555555555,0.6388888888888888,0.3055555555555556,4,Endurance
peanut butter,3.6,3.3,7.4,88.0,Snack,0.23076923076923075,0.2517482517482517,0.5174825174825175,0,Weight Loss
peanut spread,2.2,3.8,8.5,101.0,Snack,0.26206896551724135,0.1517241379310345,0.5862068965517241,0,Weight Loss
chicken spread,2.3,10.1,9.8,88.0,Snack,0.45495495495495497,0.1036036036036036,0.4414414414414415,0,Weight Loss
cheese spread,8.4,17.0,68.6,708.0,Lunch,0.18085106382978725,0.08936170212765958,0.7297872340425531,3,Balanced
tahini,3.9,2.7,7.2,86.0,Snack,0.1956521739130435,0.2826086956521739,0.5217391304347826,0,Weight Loss
chunky peanut butter,3.5,3.8,8.0,94.0,Snack,0.2483660130718954,0.22875816993464052,0.5228758169934641,0,Weight Loss
picnic loaf,1.3,4.2,4.7,65.0,Snack,0.411764705882353,0.12745098039215688,0.4607843137254902,0,Weight Loss
corn tamale,44.3,5.8,12.0,309.0,Breakfast,0.09339774557165863,0.713365539452496,0.19323671497584544,4,Endurance
baked potato with cheese sauce bacon,44.4,18.4,25.9,451.0,Breakfast,0.20744081172491546,0.5005636978579482,0.29199549041713646,4,Endurance
chinese egg roll,24.3,7.4,10.6,223.0,Breakfast,0.17494089834515367,0.5744680851063829,0.25059101654846333,4,Endurance
butter croissant,26.1,4.7,12.0,231.0,Snack,0.10981308411214954,0.6098130841121496,0.28037383177570097,4,Endurance
enchilada with cheese beef,30.5,11.9,17.6,323.0,Lunch,0.19833333333333333,0.5083333333333333,0.29333333333333333,4,Endurance
corned beef hash with potatoes,21.9,20.6,24.2,387.0,Lunch,0.30884557721139433,0.328335832083958,0.36281859070464767,0,Weight Loss
biscuit with egg cheese bacon,35.4,17.4,25.3,436.0,Breakfast,0.22279129321382843,0.4532650448143406,0.323943661971831,4,Endurance
bagel with ham egg cheese,52.4,26.7,18.5,483.0,Breakfast,0.2735655737704918,0.5368852459016393,0.18954918032786885,4,Endurance
quesadilla with chicken,43.3,27.1,27.5,529.0,Dinner,0.27681307456588355,0.442288049029622,0.28089887640449435,4,Endurance
corn rice,25.2,1.8,0.3,110.0,Lunch,0.06593406593406594,0.923076923076923,0.010989010989010988,1,HIIT
kung pao chicken,41.5,59.0,42.2,779.0,Dinner,0.4134548002803084,0.2908199018920813,0.2957252978276104,0,Weight Loss
beef empanada,27.8,10.1,16.3,298.0,Lunch,0.18634686346863466,0.5129151291512914,0.3007380073800738,4,Endurance
frijoles with cheese,28.7,11.4,7.8,225.0,Snack,0.23799582463465555,0.5991649269311065,0.162839248434238,4,Endurance
burrito with beef,43.9,9.1,8.1,285.0,Lunch,0.14893617021276595,0.718494271685761,0.13256955810147297,1,HIIT
crispy chicken sandwich,33.2,14.8,17.6,350.0,Lunch,0.225609756097561,0.5060975609756099,0.26829268292682934,4,Endurance
enchilada with cheese,21.2,15.4,25.3,374.0,Lunch,0.24878836833602583,0.3424878836833602,0.4087237479806139,4,Endurance
pork egg roll,25.1,8.4,6.1,189.0,Breakfast,0.21212121212121213,0.6338383838383839,0.15404040404040403,4,Endurance
corn on the cob with butter,31.9,4.5,3.4,155.0,Breakfast,0.11306532663316583,0.8015075376884422,0.08542713567839197,1,HIIT
pancakes with butter syrup,45.4,4.1,7.0,260.0,Breakfast,0.07256637168141593,0.8035398230088495,0.12389380530973451,1,HIIT
burrito with beans,35.7,7.0,6.7,224.0,Lunch,0.14170040485829957,0.7226720647773279,0.13562753036437245,1,HIIT
scrambled eggs,1.0,6.5,7.6,100.0,Breakfast,0.43046357615894043,0.06622516556291391,0.5033112582781457,0,Weight Loss
baked potato with sour cream,50.0,6.7,22.3,393.0,Breakfast,0.08481012658227849,0.6329113924050633,0.28227848101265823,4,Endurance
turkey and gravy,11.1,14.1,6.3,161.0,Snack,0.4476190476190476,0.35238095238095235,0.19999999999999998,0,Weight Loss
chicken egg roll,22.8,8.4,3.6,158.0,Breakfast,0.24137931034482757,0.6551724137931034,0.10344827586206895,4,Endurance
vegetable egg roll,25.0,5.2,3.6,153.0,Breakfast,0.15384615384615385,0.7396449704142013,0.10650887573964499,1,HIIT
ham cheese roll,1.1,3.8,5.2,67.0,Snack,0.3762376237623762,0.10891089108910891,0.5148514851485148,0,Weight Loss
biscuit with ham,43.8,13.4,18.4,386.0,Lunch,0.17724867724867727,0.5793650793650794,0.24338624338624337,4,Endurance
hummus,49.5,12.0,21.1,435.0,Lunch,0.14527845036319614,0.5992736077481841,0.2554479418886199,4,Endurance
croissant with egg cheese,24.3,12.8,24.7,368.0,Breakfast,0.20711974110032363,0.3932038834951457,0.39967637540453077,4,Endurance
enchirito with cheese beef beans,33.8,17.9,16.1,344.0,Lunch,0.2640117994100295,0.49852507374631266,0.23746312684365783,4,Endurance
crab cake,5.1,11.3,10.4,160.0,Snack,0.42164179104477617,0.19029850746268656,0.3880597014925374,0,Weight Loss
egg dinner roll,18.2,3.3,2.2,107.0,Breakfast,0.13924050632911392,0.7679324894514767,0.09282700421940929,1,HIIT
english muffin with egg cheese sausage,28.8,22.1,29.9,472.0,Breakfast,0.2735148514851485,0.3564356435643564,0.370049504950495,4,Endurance
buttermilk pancakes,10.9,2.6,3.5,86.0,Breakfast,0.15294117647058825,0.6411764705882353,0.20588235294117646,4,Endurance
omelet,0.4,6.4,7.1,94.0,Snack,0.460431654676259,0.02877697841726619,0.5107913669064748,0,Weight Loss
taco with chicken cheese lettuce,19.3,13.0,6.2,185.0,Lunch,0.33766233766233766,0.5012987012987014,0.16103896103896104,4,Endurance
spinach souffle,8.0,10.7,17.6,230.0,Snack,0.29476584022038566,0.22038567493112948,0.4848484848484849,0,Weight Loss
english muffin with cheese sausage,27.3,14.3,22.3,365.0,Breakfast,0.22378716744913926,0.42723004694835676,0.3489827856025039,4,Endurance
potato gratin,27.6,12.4,18.6,328.0,Lunch,0.21160409556313994,0.4709897610921502,0.3174061433447099,4,Endurance
biscuit with egg,35.4,17.4,25.3,436.0,Breakfast,0.22279129321382843,0.4532650448143406,0.323943661971831,4,Endurance
french fries deep fried,29.4,2.4,10.5,222.0,Snack,0.05673758865248227,0.6950354609929078,0.24822695035460995,4,Endurance
burrito with beans beef,47.0,27.8,18.0,460.0,Lunch,0.2995689655172414,0.5064655172413793,0.1939655172413793,4,Endurance
nachos with cinnamon sugar,63.4,7.2,36.0,592.0,Breakfast,0.0675422138836773,0.5947467166979362,0.3377110694183865,4,Endurance
arroz con grandules,35.4,4.0,5.7,209.0,Breakfast,0.08869179600886917,0.7849223946784922,0.12638580931263857,1,HIIT
chili con carne,33.1,14.7,8.8,271.0,Lunch,0.2597173144876325,0.5848056537102474,0.15547703180212016,4,Endurance
arroz con abichuelas,37.3,6.2,5.4,223.0,Breakfast,0.12678936605316973,0.7627811860940695,0.11042944785276075,1,HIIT
biscuit with sausage,33.3,10.7,27.1,412.0,Breakfast,0.15049226441631505,0.46835443037974683,0.38115330520393814,4,Endurance
vegetarian stew,17.3,42.0,7.4,304.0,Dinner,0.6296851574212893,0.2593703148425787,0.11094452773613193,2,Build Muscle
chicken sandwich with cheese,41.6,29.4,38.8,632.0,Lunch,0.2677595628415301,0.3788706739526412,0.35336976320582875,4,Endurance
biscuit with egg steak,21.3,17.9,28.4,410.0,Breakfast,0.26479289940828404,0.31508875739644976,0.4201183431952663,0,Weight Loss
taco salad,17.9,10.0,11.2,212.0,Lunch,0.2557544757033248,0.45780051150895146,0.28644501278772383,4,Endurance
succotash,46.8,9.7,1.5,213.0,Breakfast,0.16724137931034483,0.8068965517241379,0.02586206896551724,1,HIIT
nachos with cheese jalapeno peppers,60.1,16.8,34.1,608.0,Lunch,0.15135135135135136,0.5414414414414415,0.30720720720720723,4,Endurance
biscuit with egg ham,31.4,20.4,27.0,442.0,Breakfast,0.25888324873096447,0.39847715736040606,0.34263959390862947,4,Endurance
ladyfingers,16.9,3.0,2.6,103.0,Snack,0.13333333333333333,0.7511111111111111,0.11555555555555556,1,HIIT
mozzarella steak fried,7.7,4.6,5.9,102.0,Dinner,0.2527472527472527,0.423076923076923,0.32417582417582413,4,Endurance
tamale navajo,33.7,11.7,11.4,285.0,Lunch,0.20598591549295772,0.5933098591549296,0.20070422535211266,4,Endurance
blueberry pancakes,11.0,2.3,3.5,84.0,Breakfast,0.1369047619047619,0.6547619047619048,0.20833333333333331,4,Endurance
chimichanga with beef cheese,39.3,20.1,23.4,443.0,Lunch,0.24275362318840582,0.4746376811594203,0.2826086956521739,4,Endurance
egg cheese sandwich,25.9,15.6,19.4,340.0,Breakfast,0.2561576354679803,0.42528735632183906,0.3185550082101806,4,Endurance
biscuit with egg bacon,28.6,17.0,31.1,458.0,Breakfast,0.22164276401564537,0.3728813559322034,0.40547588005215124,4,Endurance
pupusas con queso,26.2,13.7,15.5,300.0,Lunch,0.24729241877256317,0.4729241877256318,0.2797833935018051,4,Endurance
apple croissant,21.1,4.2,5.0,145.0,Snack,0.13861386138613863,0.6963696369636964,0.16501650165016502,4,Endurance
refried red beans,36.0,11.7,16.1,336.0,Lunch,0.18338557993730406,0.5642633228840125,0.25235109717868337,4,Endurance
tostada with guacamole,16.0,6.2,11.6,180.0,Snack,0.18343195266272191,0.4733727810650888,0.3431952662721894,4,Endurance
chicken sandwich,39.1,30.4,20.9,468.0,Lunch,0.33628318584070793,0.4325221238938053,0.2311946902654867,4,Endurance
fried rice,43.4,6.5,3.2,228.0,Lunch,0.1224105461393597,0.8173258003766478,0.06026365348399247,1,HIIT
pupusas del cerdo,28.1,14.0,12.7,283.0,Lunch,0.25547445255474455,0.5127737226277372,0.23175182481751824,4,Endurance
turkey pot pie,70.3,25.8,34.9,699.0,Dinner,0.1969465648854962,0.5366412213740458,0.266412213740458,4,Endurance
cheese croissant,37.6,7.4,16.7,331.0,Breakfast,0.11993517017828201,0.6094003241491086,0.27066450567260936,4,Endurance
chimichanga with beef,42.8,19.6,19.7,425.0,Lunch,0.23873325213154692,0.5213154689403167,0.23995127892813642,4,Endurance
french toast with butter,18.0,5.2,9.4,178.0,Breakfast,0.15950920245398773,0.5521472392638036,0.2883435582822086,4,Endurance
ham egg cheese sandwich,30.9,19.2,16.3,347.0,Breakfast,0.28915662650602414,0.46536144578313254,0.24548192771084343,4,Endurance
english muffin with butter,30.4,4.9,5.8,189.0,Breakfast,0.11922141119221413,0.7396593673965938,0.14111922141119224,1,HIIT
savoury noodle one pan dinner tandaco,5.5,0.0,1.2,172.0,Lunch,0.0,0.8208955223880596,0.1791044776119403,1,HIIT
ham cheese sandwich,33.3,20.7,15.5,352.0,Lunch,0.297841726618705,0.479136690647482,0.22302158273381295,4,Endurance
poached egg,0.4,6.3,4.7,72.0,Breakfast,0.5526315789473684,0.03508771929824561,0.41228070175438597,0,Weight Loss
tostada with beef cheese,22.8,19.0,16.3,315.0,Lunch,0.3270223752151463,0.3924268502581756,0.2805507745266782,4,Endurance
tostada with beans cheese,26.5,9.6,9.9,223.0,Snack,0.20869565217391303,0.5760869565217391,0.21521739130434783,4,Endurance
pork tamale,22.4,10.4,12.8,247.0,Snack,0.22807017543859653,0.4912280701754386,0.28070175438596495,4,Endurance
nachos with cheese,27.9,3.5,17.2,274.0,Lunch,0.0720164609053498,0.5740740740740741,0.3539094650205762,4,Endurance
pulled pork in barbecue sauce,46.7,32.8,11.0,418.0,Snack,0.3624309392265193,0.5160220994475139,0.12154696132596685,4,Endurance
baked potato with cheese sauce,46.5,14.6,28.7,474.0,Lunch,0.16258351893095768,0.5178173719376392,0.3195991091314031,4,Endurance
baked beans,43.3,11.1,10.3,310.0,Lunch,0.17156105100463678,0.669242658423493,0.15919629057187018,4,Endurance
arroz con frijoles,35.6,6.8,5.6,220.0,Breakfast,0.14166666666666666,0.7416666666666667,0.11666666666666665,1,HIIT
taco with beef cheese lettuce,13.7,6.1,8.8,156.0,Lunch,0.21328671328671328,0.479020979020979,0.30769230769230776,4,Endurance
burrito with beans cheese beef,19.8,7.3,6.6,165.0,Lunch,0.21661721068249257,0.5875370919881305,0.19584569732937682,4,Endurance
falafel,5.4,2.3,3.0,57.0,Snack,0.21495327102803738,0.5046728971962617,0.28037383177570097,4,Endurance
taco salad with chili con carne,17.7,11.6,8.8,193.0,Lunch,0.3044619422572179,0.46456692913385833,0.23097112860892394,4,Endurance
wonton wrappers,18.5,3.1,0.5,93.0,Lunch,0.14027149321266968,0.83710407239819,0.02262443438914027,1,HIIT
hushpuppies,69.9,11.7,20.5,512.0,Lunch,0.11459353574926541,0.6846229187071499,0.2007835455435847,4,Endurance
chicken pot pie,57.3,14.6,34.6,598.0,Lunch,0.13708920187793427,0.5380281690140845,0.3248826291079812,4,Endurance
burrito with beans cheese,57.8,13.6,11.2,379.0,Lunch,0.16464891041162227,0.6997578692493946,0.13559322033898305,1,HIIT
vegetarian fillets,7.7,19.6,15.3,247.0,Lunch,0.46009389671361506,0.1807511737089202,0.3591549295774648,0,Weight Loss
biscuit with egg sausage,34.1,18.0,33.6,505.0,Breakfast,0.2100350058343057,0.39789964994165694,0.3920653442240373,4,Endurance
chicken chow mein,50.1,40.8,16.9,513.0,Dinner,0.37847866419294984,0.46474953617810755,0.15677179962894244,4,Endurance
fruit burrito,35.0,2.5,9.5,231.0,Snack,0.05319148936170213,0.7446808510638298,0.20212765957446807,1,HIIT
arroz con leche,63.0,8.1,9.3,369.0,Breakfast,0.10074626865671642,0.7835820895522388,0.11567164179104479,1,HIIT
caramel custard flan,69.7,13.9,12.3,444.0,Lunch,0.14494264859228362,0.7267987486965589,0.12825860271115747,1,HIIT
gelatin dessert,38.3,3.3,0.0,167.0,Breakfast,0.07932692307692309,0.920673076923077,0.0,1,HIIT
chocolate milk dessert,51.6,5.9,1.4,229.0,Snack,0.100169779286927,0.8760611205432938,0.023769100169779286,1,HIIT
chocolate mousse,24.1,6.2,24.0,338.0,Snack,0.11418047882136281,0.44383057090239414,0.44198895027624313,4,Endurance
dulce de leche,10.5,1.3,1.4,60.0,Snack,0.09848484848484848,0.7954545454545454,0.10606060606060605,1,HIIT
apple crisp,87.0,4.9,9.7,454.0,Snack,0.04822834645669291,0.8562992125984251,0.09547244094488187,1,HIIT
spinach spaghetti cooked,36.6,6.4,0.9,182.0,Breakfast,0.1457858769931663,0.8337129840546698,0.02050113895216401,1,HIIT
corn pasta cooked,39.1,3.7,1.0,176.0,Lunch,0.08447488584474885,0.8926940639269406,0.0228310502283105,1,HIIT
spaghetti with meat sauce,43.1,14.3,2.9,255.0,Lunch,0.23714759535655058,0.714759535655058,0.04809286898839137,1,HIIT
pasta with meatballs in tomato sauce,28.3,10.6,13.0,273.0,Lunch,0.20423892100192678,0.5452793834296725,0.2504816955684008,4,Endurance
cheese tortellini,50.8,14.6,7.8,332.0,Lunch,0.19945355191256833,0.6939890710382515,0.10655737704918034,1,HIIT
pasta with sliced franks in tomato sauce,32.0,11.0,6.0,227.0,Lunch,0.22448979591836735,0.6530612244897959,0.12244897959183673,4,Endurance
lasagna,18.9,9.0,6.1,166.0,Snack,0.2647058823529412,0.5558823529411764,0.17941176470588235,4,Endurance
macaroni cheese,43.7,12.6,9.4,310.0,Lunch,0.1917808219178082,0.665144596651446,0.1430745814307458,4,Endurance
vegetable lasagna,32.2,15.6,13.7,316.0,Lunch,0.25365853658536586,0.5235772357723578,0.2227642276422764,4,Endurance
spinach egg noodles cooked,38.8,8.1,2.5,211.0,Breakfast,0.16396761133603238,0.7854251012145749,0.05060728744939271,1,HIIT
cheese lasagna,33.6,15.9,13.0,316.0,Lunch,0.2544,0.5376000000000001,0.208,4,Endurance
pasta with tomato sauce,35.1,5.6,1.8,176.0,Lunch,0.13176470588235292,0.8258823529411765,0.042352941176470586,1,HIIT
vegetable chicken soup,21.1,12.3,4.8,166.0,Lunch,0.3219895287958115,0.5523560209424083,0.1256544502617801,4,Endurance
bean ham soup,33.5,10.3,2.5,198.0,Lunch,0.22246220302375813,0.7235421166306696,0.05399568034557236,1,HIIT
cream of chicken soup,18.0,6.0,14.5,227.0,Lunch,0.15584415584415584,0.4675324675324675,0.37662337662337664,4,Endurance
tomato soup canned,22.6,6.3,3.3,139.0,Lunch,0.19565217391304346,0.7018633540372671,0.10248447204968943,1,HIIT
egg drop soup,10.3,2.8,1.5,65.0,Breakfast,0.19178082191780818,0.7054794520547945,0.10273972602739725,1,HIIT
scotch broth,23.0,12.1,6.4,197.0,Snack,0.29156626506024097,0.5542168674698795,0.15421686746987953,4,Endurance
cream of onion soup,31.7,6.7,12.8,268.0,Lunch,0.130859375,0.619140625,0.25,4,Endurance
vegetable soup with beef broth,26.3,6.0,3.8,162.0,Lunch,0.1662049861495845,0.7285318559556788,0.10526315789473685,1,HIIT
chili with beans canned,30.5,14.6,14.1,287.0,Lunch,0.2466216216216216,0.5152027027027026,0.23817567567567566,4,Endurance
beef noodle soup,17.9,9.6,6.2,168.0,Lunch,0.2848664688427299,0.5311572700296735,0.18397626112759644,4,Endurance
chicken mushroom soup,15.1,2.0,6.1,126.0,Lunch,0.08620689655172413,0.6508620689655171,0.26293103448275856,4,Endurance
beef vegetable soup,15.4,8.0,2.9,120.0,Lunch,0.30418250950570347,0.5855513307984792,0.1102661596958175,4,Endurance
black bean soup,39.6,12.4,3.4,234.0,Lunch,0.22382671480144406,0.7148014440433214,0.061371841155234655,1,HIIT
split pea soup with ham bacon,28.6,11.6,3.1,189.0,Breakfast,0.2678983833718244,0.6605080831408776,0.07159353348729791,1,HIIT
cream of mushroom soup,17.1,3.4,13.4,199.0,Lunch,0.10029498525073746,0.5044247787610621,0.3952802359882006,4,Endurance
green pea soup,51.7,16.7,5.7,320.0,Lunch,0.22537112010796218,0.6977058029689608,0.07692307692307691,1,HIIT
chicken broth soup,1.9,11.1,2.6,78.0,Lunch,0.7115384615384616,0.12179487179487179,0.16666666666666669,2,Build Muscle
chicken mushroom chowder soup,38.3,16.2,23.7,431.0,Lunch,0.20716112531969308,0.48976982097186694,0.3030690537084399,4,Endurance
chicken dumplings soup,14.7,13.6,13.4,235.0,Lunch,0.3261390887290168,0.3525179856115108,0.3213429256594725,0,Weight Loss
chicken vegetable soup,17.0,7.1,5.6,148.0,Lunch,0.23905723905723902,0.5723905723905723,0.18855218855218853,4,Endurance
turkey vegetable soup,8.6,3.1,3.0,72.0,Lunch,0.2108843537414966,0.5850340136054422,0.20408163265306123,4,Endurance
